50,0.023936986923217773,204
50,0.016953706741333008,187
50,0.0319216251373291,218
50,0.024936676025390625,238
50,0.024893999099731445,222
50,0.024979114532470703,211
50,0.03590846061706543,205
50,0.020945310592651367,211
50,0.012024641036987305,211
50,0.024959087371826172,225
50,0.016938209533691406,215
50,0.020942211151123047,204
50,0.012002944946289062,211
50,0.030915498733520508,203
50,0.020936012268066406,238
50,0.020920276641845703,212
50,0.020943164825439453,208
50,0.028967857360839844,222
50,0.02398991584777832,212
50,0.016006946563720703,226
50,0.01695394515991211,222
50,0.015996932983398438,211
50,0.013959884643554688,247
50,0.017000436782836914,222
50,0.024979114532470703,205
50,0.017009735107421875,236
50,0.013017416000366211,226
50,0.03888869285583496,225
50,0.023987770080566406,198
50,0.020943641662597656,211
50,0.01998162269592285,209
50,0.01799917221069336,227
50,0.021984577178955078,228
50,0.021895647048950195,219
50,0.01695537567138672,224
50,0.021953821182250977,221
50,0.017000198364257812,231
50,0.017960786819458008,234
50,0.04288506507873535,214
50,0.01898932456970215,231
50,0.029915809631347656,210
50,0.02992105484008789,234
50,0.02991342544555664,226
50,0.029915332794189453,213
50,0.023931026458740234,206
50,0.02493762969970703,215
50,0.034915924072265625,210
50,0.024928808212280273,222
50,0.017992734909057617,226
